web-scraper-order,web-scraper-start-url,review_link,review_link-href,author,message,title,coord
"1711210588-746","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Виктор Глыбин","Хорошие квартиры! Детские площадки во дворе.","Новый город","40.921707,57.745071"
"1711210588-747","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Lyasia_00","Хороший район","Новый город","40.921707,57.745071"
"1711210588-748","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","алексей шумов","Хороший район! Строится еще правда! Не все детские площадки оборудованы, но будет очень красиво и удобно!","Новый город","40.921707,57.745071"
"1711210588-749","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Леза Дезза","Максимально хорошее место","Новый город","40.921707,57.745071"
"1711210588-750","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Алексей Тищенко","Лучший жк!","Новый город","40.921707,57.745071"
"1711210588-751","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Лариса Королева","Красиво","Новый город","40.921707,57.745071"
"1711210588-752","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Тараканище","Нет школы, детям приходится ходить в школы пересекая оживленные трассы.","Новый город","40.921707,57.745071"
"1711210588-753","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Елена Ремезова","Очень уютный Новый микрорайон.","Новый город","40.921707,57.745071"
"1711210588-754","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","MamKatya","Считаю удобным расположение микрорайона,дополненного новым детским садиком !","Новый город","40.921707,57.745071"
"1711210588-755","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Лекс","нравится что все рядом и очень чисто.и очень удобное местоположение.","Новый город","40.921707,57.745071"
"1711210588-756","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Василий","Настоящий муравейник","Новый город","40.921707,57.745071"
"1711210588-757","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Сергей Алексеев","Спокойной новый район","Новый город","40.921707,57.745071"
"1711210588-758","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Юрий Яблоков","Я работал по отделки дома хорошие квартиры и красивый вид на волгу😀","Новый город","40.921707,57.745071"
"1711210588-759","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Alexandr","Типичный район в типичном городе","Новый город","40.921707,57.745071"
"1711210588-760","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Виктория","Хороший жилой комплекс!","Новый город","40.921707,57.745071"
"1711210588-761","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Алексей Драгайцев","Квартиры хорошие, минус-плохая водопроводная вода","Новый город","40.921707,57.745071"
"1711210588-762","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Дмитрий Евсеев","Муравейник, АОГВ бред, лучше придомовая котельная","Новый город","40.921707,57.745071"
"1711210588-763","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Игорь Сергеев","Автономное отопление, чистые подъезды","Новый город","40.921707,57.745071"
"1711210588-764","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Максим Д.","Чисто и культурно.","Новый город","40.921707,57.745071"
"1711210588-765","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Андрей У.","Красивый дом","Новый город","40.921707,57.745071"
"1711210588-766","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Евгений Лешкин","Очень хорошее место","Новый город","40.921707,57.745071"
"1711210588-767","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Аркадий С.","Купили тут квартиру. Ждём когда сдадут. Дом хороший","Новый город","40.921707,57.745071"
"1711210588-768","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Nic1953","Большой выбор жилья.","Новый город","40.921707,57.745071"
"1711210588-769","https://yandex.ru/maps/org/novy_gorod/112484891907/","Отзывы","https://yandex.ru/maps/org/novy_gorod/112484891907/reviews/","Марти Макфлай","Отличный район","Новый город","40.921707,57.745071"
"1711210596-770","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Алексей","Отличный комплекс. Хорошие, дружные соседи.","Лучи","40.919937,57.781380"
"1711210596-771","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Марина Якушева","Хожу каждый день мимо на работу.  Очень нравится этот комплекс чистотой вокруг, придомовой территорией, закрытым двориком, где играют дети. Хорошей стоянкой для машин.","Лучи","40.919937,57.781380"
"1711210596-772","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Егор Соловьев","Красивые дома! Друг живëт в однушке, ходил к нему, просторно!","Лучи","40.919937,57.781380"
"1711210596-773","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Александр К.","Живу в Лучах год,всё хорошо и прекрасно.Соседи добрые,отзывчивые и не громкие.Всем желаю","Лучи","40.919937,57.781380"
"1711210596-774","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Ирина Si.","Красивый комплекс, выглядит статно, фундаментально. Рядом остановки, магазин 5, садики, школы средняя 7 и музыкалка, зубная поликлинника, ТЦ Галерея и поликлинника для взрослых, АЗС.","Лучи","40.919937,57.781380"
"1711210596-775","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Андрей Кожин","Удачное расположение.","Лучи","40.919937,57.781380"
"1711210596-776","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Денис К.","Купили квартиру в этом доме в 2019 году у застройщика. Изменения в проект дома на протяжении этого времени не вносились . Нареканий к застройщику нет, всегда на связи, всегда ответит на вопросы,  разрешил до заливки пола в квартире сделать теплый пол. Планировка нормальная, двор закрытый. Ключи выдают в марте 2021 года. Из недостатков: долго строят, высокая цена для этого района. Поживем посмотрим.","Лучи","40.919937,57.781380"
"1711210596-777","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Vadim lebedev","Управляющая дома просто зверь! Ненавидит всех, ходит с телефоном, снимает. На всех поёт","Лучи","40.919937,57.781380"
"1711210596-778","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Вадим","Смотрите, что я знаю. Строится ооооочень долго. Одно время был простой, даже часть построенного от времени разрушилось. Я так понимаю, менялись застройщики. Сейчас рьяно принялись строить. Если брать квартиру  то на мой взгляд, лучше в доме напротив, в жилом комплексе на козуева 80, там строили на мой взгляд качественнее. Взгляд со стороны, так сказать, соседский.","Лучи","40.919937,57.781380"
"1711210596-779","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Сергей Точка","Хороший комплекс.","Лучи","40.919937,57.781380"
"1711210596-780","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Роман Коновалов","Красиво, дорого, бохато","Лучи","40.919937,57.781380"
"1711210596-781","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Мария","Красивый дом, хороший застройщик)","Лучи","40.919937,57.781380"
"1711210596-782","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Фёдор Рассадин","Строители плохо посторались а так хорошо","Лучи","40.919937,57.781380"
"1711210596-783","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Сергей Павлов","Мало места на парковке, грязно","Лучи","40.919937,57.781380"
"1711210596-784","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Жанна Коновалова","Впечатляет внешне","Лучи","40.919937,57.781380"
"1711210596-785","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Вася Захватов","Вспоывает очень много недоточетов","Лучи","40.919937,57.781380"
"1711210596-786","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Сергей Г","Ещё строится думаю дом будет красивый квартиры планировка хорошая","Лучи","40.919937,57.781380"
"1711210596-787","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Страник","Класс","Лучи","40.919937,57.781380"
"1711210596-788","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Антон Бубнов","Супер","Лучи","40.919937,57.781380"
"1711210596-789","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Рамиль Сайфутдинов","По проекту один дом, по  факту  - другой. Хотя сами хотели  там покупать.","Лучи","40.919937,57.781380"
"1711210596-790","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Спартак Баня","Очень красивый дом и двор.","Лучи","40.919937,57.781380"
"1711210596-791","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","Дмитрий Ш","Был рядом, дом нормальный.","Лучи","40.919937,57.781380"
"1711210596-792","https://yandex.ru/maps/org/luchi/209277677087/","Отзывы","https://yandex.ru/maps/org/luchi/209277677087/reviews/","ya.slik44","Красивый дом","Лучи","40.919937,57.781380"
"1711210604-793","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Ольга М.","Снимала в этом доме квартиру-студию.  Дом находится в самом конце улицы Нижняя Дебря. Рядом есть остановка автобуса 4, на котором можно доехать до центральной площади Сусанина и до Ипатьевского монастыря.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-794","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Владимир Козаренко","В 10 метрах-транспортное кольцо, шум. Имееться парковка, во дворе всегда чисто, хоть и нет шлагбаума. Отопление автономное.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-795","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Камилатова Камилатова","Удобное расположение, инфраструктура, комфорт.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-796","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Надя","Неделю жила там очень красивый место,соседи хорошие. Тихий местоположение все рядом транспортная развязка.Все отлично 👍 👍 👍 супер","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-797","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Юлия Соловьева","Да я имела возможность видеть квартиры в этом доме ,сам дом неплохой,красивый ,квартиры тоже неплохие ,по крайней мере чисто внешне .У кого квартиры выходят на Магистраль,то когда Окна закрыты то в принципе нормально ,но если открыть то сами понимаете ,пыль,Газы.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-798","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Артем Сергеев","отличный малоквартирный дом. Снимали там квартиру на несколько дней. Просто супер","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-799","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Степан Валей","Красота, чистота, и Есть. Где? погулять.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-800","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Ирина Si.","Хорошее место, Волга из окон видна, а где не видна, там оживлённая автомагистраль, шум, пыль. Остановки далеко, если только автобус 4, один на всю улицу. Вобщем на любителя.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-801","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Дмитрий -","Хороший дом , спокойнойный район","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-802","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","володя козаренко","Живу рядом, видел всю стройку от начала до конца.Квартиру бы здесь не купил:шумно,дорога в 3х метрах,строило куча бригад.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-803","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Анна М.","Все хорошо,  кроме шума от моста.","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210604-804","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/","Отзывы","https://yandex.ru/maps/org/na_ul_nizhnyaya_debrya_68/124240601042/reviews/","Артем Варахтин","Не дострой","На ул. Нижняя Дебря, 68","40.943665,57.757217"
"1711210612-805","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Александр Клевин","Отличный спальный район с садиками, школами, магазинами и т.д. Достопримечательностей нет. Погулять можно только в парке Победы. Недвижимость дорогая.","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-806","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Никита Серебряков","Район крутой, правда очень долго трубы делают...  Из за них ходить трудно, да и парковаться стало труднее","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-807","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Настена Травина","Нет воды  и отопления. Люди мёрзнут... Издевательство!","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-808","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Алексей Тупицын","Хороший район. Снимал там квартиру. И квартиры удобные.","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-809","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Татьяна Скачкова","Месторасположение нравится, но чтобы оценить кажество это надо пожить в этом доме, да и в любом. А качество строительных работ на ""троечку"", и приёмка работ такая же. Удивляюсь старинным зданиям! Умели же строить! Но ""богатыри не мы"" (((","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-810","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","михаил антонов","Зачем-то обнесли забором","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-811","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Кирилл Ч.","Ужасный район, огражден забором, даже с ребенком не погулять","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-812","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Алексей Васильев","Хороший новый дом. Класс энергоэффективности А+. Школа, Детский сад за домом. Торговые центры в шаговой доступности.","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-813","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","володя козаренко","Плюсы:новый дом.Минусы:маленькая парковка,на ней же детская площадка,кухни не большие.","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-814","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","AlexR.","В этом районе среди пятиэтажек панельная многоэтажка - в самый раз! Интересно: в городе вообще кто-нибудь за архитектуру отвечает?","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-815","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Николай Жуков","Хорошее расположение, красивый вид . близко школа и садик!","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-816","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Дмитрий Ч.","Из данного района один выезд, очень много машин утром в одно время выезжает, огромная пробка. Нет стоянки для личного транспорта и нет асфальтированных дорожек для пешеходов","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-817","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Ivan Shelepov","Рядом природа, хорошая инфраструктура, неплохая транспортная доступность


До центра 7км
Местами грязновато","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-818","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Nic1953","Обыкновенный жилой комплекс. Всё в шаговой доступности.","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-819","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","nikita s.","Большое обилие мазанов поблизости, не очень дорогое жильё, плохие дорогиииии","В МКР. Давыдовский","41.007488,57.729034"
"1711210612-820","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/","Отзывы","https://yandex.ru/maps/org/v_mkr_davydovskiy/140755750066/reviews/","Павел Кузьмичев","Нет парковки","В МКР. Давыдовский","41.007488,57.729034"
"1711210621-821","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Аньчоус","В нём живёт замечательный парень, который готов приютить своих друзей и накормить вкусным борщом. Всем рекомендую!
Сам комплекс новый, чистый. Работает все исправно)","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-822","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Окс","Хороший дом, с автономной. Стены немного тонковаты и поэтому слышно соседей. Закрытая территория дома. Помойка прямо за домом и у части квартир чудесный вид, особенно летом. Мусор вывозят каждый день,  хотя баки можно было бы переместить.","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-823","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Yarrikk","Новый дом, обитаемаемая крыша со спортплощадкой. Закрытая территория со своей парковкой. Из небольших минусов только местоположение- вокруг диких гаражей-ребенка в темное время я бы одного не отпускал….","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-824","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Валентина","Дом без выхода на Никитскую☹️
Да ещё и с телевышкой под окнами. Ужас. 
Новый дом в неудобном месте","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-825","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Андрей Волков","Дорога перед воротами (метров100) убитая. Сам дом не вызывает нареканий. Крыша огорожена и предполагает прогулочное пространство.","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-826","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Валентина Чикалюк","дом с АОГВ, большими балконами, автоматическими воротами, рядом есть всё, что нужно, удобен для проживания, не хватает только хорошей детской площадки","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-827","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Александр Потанин","Рядом с домом протекают грунтовые воды черной речки, которую забрали в трубы. Непосредственно перед фасадом стоит вышка сотовой связи на расстоянии 15-25 м. Здоровье это не добааит.","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-828","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Изюмов Виктор","Хорошее строение. С умом построено. Вокруг хорошая, большая стоянка для авто на закрытой придомовой территории.","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-829","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Константин","Присутствует детская площадка","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-830","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","gl0bus44","Неудобно подъезжать, дороги нет, освещения нет, во дворе хаотичная парковка, хотя разлинованных мест достаточно","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-831","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Евгений Никольский","Снимали квартиру в этом доме. Построен добротно, содержится аккуратно","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-832","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Giena","Отдалён от дороги,чистый двор,регулярная уборка подъездов.рядом магазины,ж/д вокзал недалеко. Всё что нужно–всё рядом","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-833","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Николай Б.","Тихо, спокойно","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-834","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Изот Шибаев","Новый дом. Со спортивной площадкой на крыше!!!","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-835","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Валерий Ш.","Красивый дом. Только пешком к нему с Никитской не подойдёшь. Вокруг одни гаражи и Троя","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-836","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Владислав Бузиков","Внутри не был. Но снаружи!!! Фасад это нечто. Архитектор - жги еще, пока диплом не отняли","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-837","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Марк","Самый красивый дом в Костроме","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-838","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","сергей демин","Невероятно , но факт - дом сдан на пол года раньше срока .","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-839","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","костя к.","Дом построен качественно и на вид красавец","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-840","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","НАТКА","Этот комплекс гордость города","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
"1711210621-841","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/","Отзывы","https://yandex.ru/maps/org/na_ul_yuriya_smirnova_15a/167069881565/reviews/","Татьяна Иванова","Отличный дом","На ул. Юрия Смирнова, 15а","40.975231,57.764542"
